e, G, j2j, j2u, logw1, spelldur1, u2j
1,0.052139,1,0,5.8517,0.05,0
1,0.98716,0,0,8.246,60,0
1,0.48231,1,0,6.833,29.1,0
1,0.069049,1,0,5.9396,2.65,0
1,0.11228,0,0,6.1063,60,0
1,0.059514,1,0,5.8925,0.7,0
1,0.94866,0,1,7.8741,37.2,0
1,0.068674,0,1,5.9379,17.25,0
0,-1,0,0,-1,7.2,1
1,0.48648,0,1,6.8395,24.2,0
1,0.055156,0,1,5.8689,7.5,0
1,0.2818,1,0,6.5019,6.4,0
1,0.9346,0,0,7.7989,60,0
1,0.13166,1,0,6.1659,33.05,0
1,0.84527,0,1,7.4917,20.8,0
1,0.3496,1,0,6.6206,52.3,0
1,0.60072,0,0,7.019,60,0
1,0.56208,1,0,6.9576,21.5,0
0,-1,0,0,-1,3.8,1
1,0.31361,0,1,6.559,8.2,0
1,0.00079393,1,0,4.8993,4.1,0
1,0.11427,1,0,6.1128,37.5,0
1,0.49614,0,1,6.8546,17.1,0
1,0.7578,0,1,7.2948,3.45,0
1,0.46278,0,1,6.8025,14.75,0
1,0.045135,1,0,5.8086,24.25,0
0,-1,0,0,-1,2.4,1
1,0.92201,0,0,7.7416,60,0
1,0.848,0,0,7.4989,60,0
1,0.39341,0,0,6.6926,60,0
0,-1,0,0,-1,18.3,1
1,0.91261,0,0,7.7033,60,0
1,0.64979,0,0,7.0995,60,0
1,0.55298,0,0,6.9433,60,0
1,0.56554,0,1,6.963,51.5,0
1,0.17416,1,0,6.2781,36.65,0
0,-1,0,0,-1,2.25,1
1,0.6667,0,1,7.1281,8.3,0
1,0.6166,1,0,7.0447,50.25,0
1,0.06106,1,0,5.9005,9.5,0
1,0.28309,0,1,6.5043,12,0
1,0.62409,0,1,7.057,4.65,0
1,0.35631,0,1,6.6318,7.1,0
1,0.24581,0,0,6.4335,60,0
1,0.13608,0,1,6.1786,35.9,0
0,-1,0,0,-1,8.4,1
1,0.38147,0,0,6.6732,60,0
1,0.93789,0,0,7.8152,60,0
1,0.90707,0,1,7.6821,15.6,0
1,0.47825,0,1,6.8267,39.7,0
1,0.042972,1,0,5.7941,1.05,0
1,0.38526,0,0,6.6794,60,0
1,0.70319,0,0,7.1919,60,0
1,0.80817,0,1,7.4016,9.25,0
1,0.98748,0,0,8.2522,60,0
1,0.14848,1,0,6.2128,1.9,0
0,-1,0,0,-1,7.1,1
1,0.15612,0,1,6.233,16.35,0
1,0.80087,0,1,7.3852,31.55,0
1,0.8597,1,0,7.5306,37.65,0
1,0.62931,0,0,7.0655,60,0
1,0.34807,1,0,6.618,31.65,0
1,0.017576,1,0,5.5523,35.6,0
1,0.1639,0,1,6.2529,23,0
1,0.399,0,0,6.7016,60,0
1,0.7542,0,0,7.2877,60,0
1,0.84996,0,0,7.5041,60,0
1,0.030948,0,1,5.7011,12.65,0
1,0.73195,0,1,7.2448,4.5,0
1,0.50244,0,1,6.8644,7.8,0
1,0.75708,0,0,7.2934,60,0
1,0.68902,0,0,7.1668,60,0
1,0.038407,1,0,5.7617,10.85,0
1,0.25999,0,1,6.461,53.3,0
1,0.8206,0,1,7.4304,1.05,0
0,-1,0,0,-1,1.55,1
1,0.50123,0,1,6.8625,5.7,0
1,0.47019,0,0,6.8141,60,0
1,0.93553,0,0,7.8035,60,0
1,0.97458,0,1,8.0734,26.4,0
0,-1,0,0,-1,23.7,1
1,0.84732,0,1,7.4971,49.75,0
1,0.62169,0,1,7.053,19.45,0
1,0.60416,0,1,7.0246,0.55,0
1,0.85363,0,0,7.514,60,0
1,0.14467,1,0,6.2025,0.7,0
1,0.46385,1,0,6.8042,50.85,0
1,0.19269,0,0,6.3215,60,0
1,0.6303,0,0,7.0671,60,0
0,-1,0,0,-1,12.7,1
1,0.54318,0,0,6.9279,60,0
1,0.52029,0,1,6.8922,22.9,0
1,0.78293,0,1,7.3463,13.85,0
1,0.82365,0,1,7.4377,31.9,0
1,0.81402,0,0,7.415,60,0
1,0.16379,1,0,6.2526,11,0
1,0.46334,1,0,6.8034,26.8,0
1,0.33947,1,0,6.6035,26.75,0
1,0.24355,1,0,6.429,34.15,0
1,0.71177,0,0,7.2074,60,0
1,0.86968,0,1,7.5591,18.95,0
1,0.035997,1,0,5.7432,34.05,0
1,0.87331,0,0,7.5699,60,0
1,0.19868,0,1,6.335,32.85,0
1,0.64025,0,1,7.0836,35.85,0
1,0.49634,1,0,6.8549,45,0
1,0.16197,0,1,6.248,15.2,0
0,-1,0,0,-1,0.4,1
1,0.43972,0,0,6.7664,60,0
1,0.49659,0,0,6.8553,60,0
1,0.93179,0,1,7.7854,2.95,0
1,0.7905,1,0,7.3625,53.05,0
1,0.51123,1,0,6.878,25.9,0
0,-1,0,0,-1,3.8,1
1,0.63518,0,1,7.0752,40.25,0
1,0.39624,1,0,6.6972,28.3,0
0,-1,0,0,-1,1.4,1
1,0.82979,0,1,7.4526,42.65,0
1,0.71154,0,0,7.207,60,0
1,0.91063,0,1,7.6956,17.1,0
0,-1,0,0,-1,6.75,1
1,0.29688,0,1,6.5293,37.3,0
1,0.20392,1,0,6.3465,40.95,0
1,0.014817,0,1,5.5099,22.1,0
1,0.97157,0,1,8.0433,20.55,0
1,0.24778,1,0,6.4373,40.9,0
1,0.90951,0,1,7.6913,42.4,0
1,0.3408,0,1,6.6058,17.2,0
1,0.82696,0,0,7.4457,60,0
0,-1,0,0,-1,1.35,1
1,0.3623,0,1,6.6418,17.4,0
1,0.62727,0,0,7.0622,60,0
1,0.95506,0,0,7.9139,60,0
1,0.21454,1,0,6.3695,9.9,0
1,0.68091,1,0,7.1526,27.45,0
1,0.34712,0,1,6.6164,24.4,0
1,0.17257,0,0,6.2743,60,0
1,0.72991,0,1,7.241,1.3,0
1,0.60875,0,1,7.032,38.3,0
0,-1,0,0,-1,11.75,1
1,0.19842,0,0,6.3344,60,0
1,0.2486,0,0,6.4389,60,0
1,0.034536,0,1,5.7316,42.5,0
1,0.96129,0,1,7.9572,9.7,0
1,0.72545,1,0,7.2326,18.9,0
1,0.14077,1,0,6.1918,38.75,0
1,0.017862,1,0,5.5564,2.65,0
1,0.17153,1,0,6.2717,37,0
1,0.9042,0,1,7.6715,10.8,0
0,-1,0,0,-1,2.15,1
1,0.57311,1,0,6.975,17.55,0
1,0.56129,1,0,6.9563,44.8,0
1,0.8,0,1,7.3832,33.35,0
1,0.41243,0,1,6.7231,4.5,0
1,0.99141,0,1,8.3404,28.55,0
1,0.42557,0,1,6.744,13.25,0
1,0.88862,0,0,7.6177,60,0
1,0.34054,0,1,6.6053,16.45,0
1,0.90064,0,0,7.6587,60,0
0,-1,0,0,-1,2.45,1
1,0.19739,0,1,6.3321,36.6,0
1,0.27014,1,0,6.4803,57.5,0
1,0.68996,0,1,7.1684,51.15,0
0,-1,0,0,-1,9.2,1
1,0.39077,1,0,6.6883,11.6,0
1,0.56018,0,0,6.9546,60,0
1,0.15663,1,0,6.2343,13.4,0
1,0.13685,1,0,6.1808,7.25,0
1,0.44194,1,0,6.7699,5.4,0
1,0.15318,0,0,6.2253,60,0
0,-1,0,0,-1,2.1,1
1,0.14199,1,0,6.1952,1.85,0
1,0.0033534,1,0,5.1769,3.45,0
1,0.48763,1,0,6.8413,56.35,0
0,-1,0,0,-1,3.65,1
1,0.20705,1,0,6.3534,33.85,0
1,0.8919,0,1,7.6286,18.55,0
1,0.9185,0,0,7.7269,60,0
1,0.46055,1,0,6.799,12,0
1,0.86195,0,0,7.5369,60,0
1,0.69648,0,1,7.18,29.4,0
1,0.78721,0,1,7.3554,24.7,0
1,0.88441,0,0,7.6041,60,0
1,0.69854,0,1,7.1836,12.7,0
1,0.92464,0,1,7.753,1.15,0
1,0.43096,1,0,6.7526,17.25,0
1,0.70997,0,1,7.2042,32.95,0
1,0.052513,1,0,5.8539,3.55,0
1,0.04763,1,0,5.8245,7.4,0
1,0.65881,1,0,7.1147,10.55,0
1,0.88767,0,0,7.6146,60,0
1,0.56718,0,1,6.9656,15.55,0
0,-1,0,0,-1,5.35,1
1,0.35925,0,1,6.6367,18.6,0
1,0.82347,0,0,7.4373,60,0
1,0.2354,1,0,6.4127,49.7,0
1,0.2149,0,0,6.3702,60,0
1,0.99767,0,1,8.6178,42.95,0
1,0.42418,0,0,6.7418,60,0
1,0.75195,0,1,7.2833,10.85,0
1,0.67939,0,0,7.15,60,0
1,0.33287,1,0,6.5923,13,0
1,0.87585,0,0,7.5775,60,0
1,0.064903,1,0,5.9198,2.75,0
1,0.18072,0,0,6.2938,60,0
1,0.95486,0,0,7.9125,60,0
1,0.67004,0,0,7.1338,60,0
1,0.0019726,1,0,5.0705,19.7,0
0,-1,0,0,-1,7.65,1
1,0.078795,0,1,5.9829,18.6,0
1,0.94222,0,0,7.8379,60,0
1,0.81755,0,1,7.4232,18.35,0
1,0.71058,0,0,7.2053,60,0
1,0.078561,0,0,5.9819,60,0
1,0.92165,0,0,7.7401,60,0
1,0.19369,1,0,6.3238,50.4,0
1,0.35838,0,0,6.6353,60,0
1,0.72299,0,1,7.228,40.3,0
1,0.10409,1,0,6.0789,0.8,0
1,0.57651,0,1,6.9804,0.75,0
1,0.73458,0,0,7.2498,60,0
1,0.32094,1,0,6.5717,48.5,0
1,0.21852,0,0,6.3779,60,0
1,0.896,0,1,7.6425,43.35,0
1,0.10409,1,0,6.0789,3.9,0
0,-1,0,0,-1,1.7,1
1,0.69319,0,0,7.1741,60,0
1,0.70109,0,1,7.1882,51.75,0
1,0.91345,0,0,7.7066,60,0
1,0.98005,0,0,8.1367,60,0
1,0.91582,0,0,7.716,60,0
1,0.68812,1,0,7.1652,53.45,0
1,0.92164,0,1,7.7401,3.45,0
1,0.55986,0,0,6.9541,60,0
1,0.38937,0,0,6.6861,60,0
1,0.32361,0,0,6.5764,60,0
1,0.24253,0,0,6.427,60,0
1,0.84526,0,1,7.4917,8.05,0
1,0.30539,1,0,6.5445,26.1,0
1,0.91052,1,0,7.6952,29.7,0
1,0.20368,0,1,6.346,19.8,0
1,0.8364,0,0,7.469,60,0
1,0.44361,1,0,6.7725,31.35,0
1,0.81032,0,0,7.4065,60,0
1,0.6551,0,1,7.1084,14.4,0
1,0.5811,0,1,6.9877,46.25,0
1,0.41461,0,0,6.7266,60,0
1,0.23031,0,0,6.4024,60,0
1,0.25784,0,1,6.4569,51.25,0
1,0.87097,0,1,7.5629,35.8,0
1,0.70542,0,0,7.196,60,0
1,0.01194,0,1,5.4576,14,0
1,0.98932,0,0,8.29,60,0
0,-1,0,0,-1,10.85,1
1,0.82511,0,0,7.4412,60,0
1,0.26932,1,0,6.4787,0.15,0
1,0.30163,1,0,6.5378,14.25,0
1,0.59471,1,0,7.0094,3.4,0
1,0.34554,1,0,6.6138,37.05,0
0,-1,0,0,-1,1.85,1
1,0.24685,0,1,6.4355,10.15,0
1,0.095804,1,0,6.0496,15.1,0
1,0.4117,0,1,6.722,11.85,0
1,0.53582,0,0,6.9164,60,0
1,0.33719,0,1,6.5996,25.7,0
1,0.11291,1,0,6.1084,0.2,0
1,0.92646,0,1,7.761,9.15,0
1,0.47913,0,1,6.8281,38.3,0
1,0.014953,1,0,5.5121,52.5,0
1,0.004485,1,0,5.2377,1.25,0
1,0.22054,1,0,6.3821,40.05,0
1,0.0037363,1,0,5.1993,3.1,0
1,0.76855,0,0,7.3164,60,0
1,0.23083,0,0,6.4034,60,0
1,0.018746,1,0,5.5686,20.5,0
1,0.86447,0,1,7.5441,23.75,0
1,0.22609,1,0,6.3937,37.25,0
1,0.65672,0,0,7.1112,60,0
1,0.50305,1,0,6.8653,16.55,0
1,0.03629,0,1,5.7455,43,0
0,-1,0,0,-1,32.8,1
1,0.16427,0,1,6.2538,9.1,0
1,0.95383,0,0,7.9059,60,0
0,-1,0,0,-1,11.2,1
0,-1,0,0,-1,7.15,1
1,0.49899,0,1,6.859,56,0
1,0.30544,1,0,6.5446,53.1,0
1,0.49269,0,0,6.8492,60,0
1,0.38774,0,1,6.6834,7.75,0
1,0.47582,1,0,6.8229,26.75,0
1,0.88274,0,0,7.5988,60,0
1,0.93075,0,1,7.7805,10.45,0
1,0.60222,1,0,7.0215,55.15,0
1,0.65048,0,1,7.1007,8.5,0
1,0.50167,1,0,6.8632,8.35,0
1,0.73825,0,1,7.2567,9.45,0
1,0.21426,1,0,6.3689,7.4,0
0,-1,0,0,-1,9.85,1
1,0.47163,1,0,6.8164,25,0
1,0.86438,0,1,7.5438,7.9,0
0,-1,0,0,-1,41.8,1
1,0.29161,0,1,6.5198,44.55,0
1,0.29237,0,1,6.5212,42.75,0
1,0.59236,0,1,7.0056,37.25,0
1,0.4526,0,1,6.7866,12.9,0
1,0.35176,1,0,6.6242,28.9,0
1,0.66553,0,0,7.1261,60,0
0,-1,0,0,-1,20.15,1
1,0.5726,0,1,6.9742,19.35,0
1,0.54144,1,0,6.9252,13.2,0
1,0.0097116,1,0,5.409,11.05,0
1,0.89137,0,0,7.6268,60,0
1,0.57754,0,0,6.982,60,0
1,0.71529,0,0,7.2139,60,0
1,0.46974,0,1,6.8134,43.7,0
1,0.52659,0,1,6.902,11.25,0
1,0.6927,0,1,7.1733,30.05,0
1,0.20672,1,0,6.3527,5.2,0
1,0.514,0,0,6.8824,60,0
1,0.29631,0,1,6.5283,20.25,0
1,0.78859,0,0,7.3583,60,0
0,-1,0,0,-1,14.1,1
1,0.054139,0,0,5.8632,60,0
0,-1,0,0,-1,7,1
1,0.7754,1,0,7.3305,16.55,0
1,0.39517,1,0,6.6954,27.45,0
1,0.31396,1,0,6.5596,46.8,0
1,0.23031,0,1,6.4023,29.55,0
1,0.66143,0,0,7.1191,60,0
1,0.5747,0,1,6.9775,31.5,0
1,0.82895,0,1,7.4505,14.1,0
1,0.69874,1,0,7.184,32.15,0
1,0.41338,0,0,6.7246,60,0
1,0.4603,0,0,6.7987,60,0
1,0.34479,0,1,6.6125,0.8,0
1,0.03814,1,0,5.7597,20,0
1,0.95678,0,0,7.9253,60,0
1,0.67022,0,0,7.1341,60,0
1,0.59539,1,0,7.0105,44.5,0
1,0.18802,1,0,6.3108,35.1,0
1,0.52442,0,0,6.8986,60,0
1,0.66627,0,1,7.1274,47.4,0
1,0.010869,1,0,5.4354,1.15,0
1,0.32809,1,0,6.5841,35.1,0
1,0.64011,0,0,7.0833,60,0
1,0.26473,0,0,6.47,60,0
1,0.82775,0,1,7.4476,8.75,0
1,0.52162,0,1,6.8942,30.7,0
1,0.91155,0,0,7.6992,60,0
1,0.53065,0,0,6.9083,60,0
1,0.99382,0,0,8.414,60,0
1,0.46155,0,0,6.8006,60,0
1,0.44106,1,0,6.7685,28.1,0
1,0.48566,1,0,6.8382,9.2,0
1,0.10738,0,0,6.0901,60,0
1,0.16344,1,0,6.2517,7.1,0
1,0.55511,0,1,6.9466,57.85,0
1,0.37212,1,0,6.658,36.1,0
1,0.80542,0,0,7.3953,60,0
1,0.86377,0,0,7.5421,60,0
1,0.61121,0,0,7.036,60,0
1,0.8876,0,1,7.6144,7.85,0
1,0.61407,0,0,7.0406,60,0
1,0.61611,0,0,7.0439,60,0
0,-1,0,0,-1,5.5,1
1,0.93931,1,0,7.8225,28.6,0
1,0.62123,0,0,7.0523,60,0
1,0.14737,1,0,6.2099,52.8,0
1,0.78614,0,1,7.3531,13.45,0
1,0.83656,0,1,7.4694,22.05,0
1,0.73262,1,0,7.2461,38.65,0
1,0.618,0,1,7.047,13.9,0
1,0.8413,1,0,7.4815,3.4,0
1,0.79957,0,1,7.3823,48.7,0
1,0.74556,0,1,7.2708,0.3,0
1,0.12373,0,1,6.1423,27.05,0
1,0.79867,0,1,7.3803,9.35,0
0,-1,0,0,-1,9.8,1
1,0.55827,0,1,6.9516,18.7,0
1,0.56286,1,0,6.9588,22.6,0
1,0.29292,1,0,6.5222,57.65,0
1,0.076355,1,0,5.9725,3.25,0
1,0.46351,0,0,6.8037,60,0
1,0.18791,1,0,6.3106,17.7,0
0,-1,0,0,-1,4.2,1
1,0.69072,0,0,7.1698,60,0
1,0.75313,1,0,7.2856,5.55,0
1,0.73856,1,0,7.2573,4.5,0
1,0.60382,0,1,7.024,8.5,0
1,0.69526,0,0,7.1778,60,0
1,0.8512,0,1,7.5074,19.45,0
0,-1,0,0,-1,13.6,1
1,0.078336,0,1,5.981,6.6,0
1,0.039446,1,0,5.7693,3.15,0
1,0.62649,0,0,7.0609,60,0
1,0.81498,0,1,7.4172,8.2,0
1,0.49933,1,0,6.8595,39.45,0
1,0.39639,1,0,6.6974,34.7,0
1,0.41294,0,0,6.7239,60,0
1,0.65076,0,1,7.1011,4.6,0
1,0.80508,0,1,7.3946,37.85,0
1,0.61079,0,1,7.0353,11.5,0
1,0.16768,1,0,6.2623,57.3,0
1,0.15116,1,0,6.22,0.95,0
1,0.43708,0,0,6.7622,60,0
1,0.43658,0,1,6.7614,22.25,0
1,0.18662,0,1,6.3076,0.05,0
1,0.050564,1,0,5.8424,3.5,0
0,-1,0,0,-1,1.35,1
1,0.042593,1,0,5.7916,52.5,0
1,0.17193,1,0,6.2727,9.65,0
1,0.84936,0,1,7.5025,38.75,0
1,0.39788,1,0,6.6998,6,0
1,0.97933,0,1,8.1275,52.1,0
1,0.27401,1,0,6.4875,54.75,0
1,0.011908,1,0,5.457,33.25,0
1,0.18739,0,0,6.3094,60,0
1,0.11187,1,0,6.105,42.95,0
0,-1,0,0,-1,17.6,1
0,-1,0,0,-1,6.05,1
0,-1,0,0,-1,13.4,1
1,0.9298,0,1,7.7761,16.35,0
1,0.65564,0,1,7.1093,0.6,0
1,0.96662,0,1,7.9991,55.75,0
1,0.65399,1,0,7.1066,59.7,0
1,0.80538,0,0,7.3953,60,0
1,0.21048,0,1,6.3608,4.2,0
1,0.30016,1,0,6.5352,36.1,0
1,0.42962,0,1,6.7504,32.45,0
1,0.68635,0,1,7.1621,2.9,0
1,0.95346,0,0,7.9035,60,0
1,0.26423,0,0,6.4691,60,0
1,0.93306,0,1,7.7915,56.85,0
0,-1,0,0,-1,7.7,1
1,0.55087,0,0,6.94,60,0
1,0.99527,0,0,8.4722,60,0
0,-1,0,0,-1,5.45,1
0,-1,0,0,-1,7.15,1
1,0.024821,1,0,5.6415,14.25,0
0,-1,0,0,-1,12.4,1
1,0.3006,0,1,6.536,16.45,0
1,0.45266,0,0,6.7867,60,0
1,0.94296,0,1,7.8418,43.65,0
1,0.74999,0,0,7.2794,60,0
1,0.64044,1,0,7.0839,38.55,0
1,0.53529,0,1,6.9156,52,0
1,0.92484,0,0,7.7538,60,0
1,0.39666,0,0,6.6978,60,0
0,-1,0,0,-1,2.8,1
1,0.91438,0,0,7.7103,60,0
0,-1,0,0,-1,12.85,1
1,0.1324,1,0,6.168,45.9,0
1,0.77389,0,1,7.3274,27.95,0
1,0.86836,0,0,7.5553,60,0
1,0.51355,0,1,6.8817,27.2,0
1,0.50426,1,0,6.8672,16.95,0
1,0.2261,1,0,6.3937,13.8,0
1,0.11175,1,0,6.1046,14.75,0
1,0.82378,0,1,7.438,23.05,0
1,0.12624,0,1,6.1499,33,0
1,0.58376,0,0,6.9919,60,0
1,0.4468,0,1,6.7775,10.95,0
1,0.93884,0,1,7.8201,24.5,0
0,-1,0,0,-1,6,1
1,0.67992,0,0,7.1509,60,0
1,0.56519,0,1,6.9625,1.2,0
0,-1,0,0,-1,10.05,1
1,0.18945,0,0,6.3141,60,0
1,0.45732,0,1,6.794,32,0
1,0.41472,0,1,6.7268,33.35,0
1,0.53238,0,0,6.911,60,0
1,0.46065,0,0,6.7992,60,0
1,0.80135,0,0,7.3862,60,0
1,0.36321,0,1,6.6433,10.35,0
1,0.19243,0,1,6.3209,36.6,0
1,0.43566,1,0,6.76,6.5,0
0,-1,0,0,-1,1.55,1
1,0.74377,0,1,7.2673,23,0
1,0.37302,1,0,6.6594,13.15,0
1,0.30001,1,0,6.5349,10.8,0
1,0.64308,1,0,7.0883,34,0
1,0.93076,0,0,7.7806,60,0
1,0.29525,0,1,6.5264,21.9,0
1,0.11427,0,1,6.1128,3.35,0
1,0.20276,0,1,6.344,21.2,0
1,0.65346,0,0,7.1057,60,0
1,0.77767,0,0,7.3352,60,0
1,0.078789,0,1,5.9829,37.65,0
1,0.76418,0,0,7.3076,60,0
1,0.22844,0,1,6.3985,32.1,0
1,0.80494,0,1,7.3943,18.05,0
1,0.98762,0,1,8.2549,59.35,0
1,0.31588,0,1,6.5629,33.75,0
1,0.087748,1,0,6.0192,37.4,0
1,0.18735,0,1,6.3093,0.6,0
1,0.59864,0,0,7.0157,60,0
1,0.91901,0,0,7.729,60,0
1,0.10624,1,0,6.0863,15.85,0
1,0.9789,0,0,8.1222,60,0
1,0.64286,0,0,7.0879,60,0
1,0.25412,1,0,6.4497,18.05,0
1,0.74594,0,0,7.2715,60,0
1,0.74922,0,0,7.2779,60,0
1,0.56201,0,1,6.9575,29.3,0
1,0.34398,0,0,6.6111,60,0
1,0.14736,0,0,6.2098,60,0
1,0.27137,0,0,6.4826,60,0
0,-1,0,0,-1,0.5,1
1,0.26174,1,0,6.4644,39.85,0
1,0.40567,0,0,6.7123,60,0
1,0.047275,0,0,5.8223,60,0
1,0.35388,1,0,6.6278,28.3,0
1,0.39883,0,1,6.7013,33.4,0
1,0.13362,0,1,6.1716,49.4,0
1,0.87232,0,1,7.5669,19.1,0
1,0.41925,0,1,6.734,2.5,0
0,-1,0,0,-1,5.8,1
1,0.9157,0,1,7.7155,19.05,0
1,0.96885,1,0,8.0183,56.2,0
1,0.044332,1,0,5.8033,5.7,0
1,0.81191,0,0,7.4101,60,0
1,0.95497,0,1,7.9132,6.5,0
1,0.87306,0,1,7.5691,56.1,0
1,0.514,1,0,6.8824,17.9,0
1,0.59957,0,1,7.0172,22.55,0
1,0.22922,0,1,6.4001,11.5,0
1,0.79028,0,1,7.362,30.35,0
1,0.0043082,1,0,5.2292,10.3,0
1,0.28058,1,0,6.4997,10.5,0
1,0.64408,0,0,7.09,60,0
1,0.94711,0,0,7.865,60,0
1,0.22867,0,1,6.399,11.5,0
1,0.78821,0,0,7.3575,60,0
1,0.46687,0,0,6.8089,60,0
1,0.73143,0,1,7.2438,2.75,0
0,-1,0,0,-1,17.75,1
1,0.85067,1,0,7.506,57.4,0
1,0.16518,0,1,6.2561,4.15,0
0,-1,0,0,-1,18.8,1
1,0.88932,0,0,7.62,60,0
0,-1,0,0,-1,4.25,1
1,0.6456,1,0,7.0925,50.8,0
1,0.30473,1,0,6.5433,29.3,0
1,0.0083305,1,0,5.3738,4.55,0
1,0.80313,0,0,7.3902,60,0
1,0.05716,1,0,5.8799,32.35,0
1,0.55629,1,0,6.9485,9.55,0
1,0.79001,0,0,7.3614,60,0
1,0.13482,1,0,6.175,36.75,0
1,0.47801,1,0,6.8263,13.8,0
1,0.17243,1,0,6.2739,22.25,0
1,0.1984,0,1,6.3343,24.4,0
1,0.94464,0,0,7.8511,60,0
1,0.88858,1,0,7.6176,13.85,0
1,0.21408,0,1,6.3685,12.75,0
1,0.50752,0,1,6.8723,14.45,0
1,0.59613,0,0,7.0117,60,0
1,0.62433,0,0,7.0573,60,0
1,0.43404,0,0,6.7574,60,0
0,-1,0,0,-1,5.3,1
1,0.85242,0,0,7.5107,60,0
1,0.95376,0,1,7.9054,28,0
1,0.050968,1,0,5.8449,10.2,0
1,0.23787,0,1,6.4177,48.95,0
1,0.53974,0,0,6.9225,60,0
1,0.24988,0,1,6.4415,16.95,0
1,0.73795,0,0,7.2562,60,0
1,0.83372,0,0,7.4623,60,0
1,0.53413,0,1,6.9138,25.85,0
1,0.79887,1,0,7.3807,27.8,0
1,0.79171,0,0,7.3651,60,0
1,0.26,0,1,6.461,20.8,0
1,0.54307,0,0,6.9277,60,0
1,0.74141,0,0,7.2628,60,0
1,0.86973,0,1,7.5593,27,0
1,0.15195,1,0,6.2221,15.3,0
1,0.86607,0,1,7.5486,49.65,0
1,0.67371,0,0,7.1401,60,0
1,0.16658,0,0,6.2595,60,0
1,0.88314,0,0,7.6001,60,0
1,0.20956,0,0,6.3588,60,0
1,0.064386,0,0,5.9172,60,0
1,0.42029,0,1,6.7356,15.7,0
1,0.9607,0,0,7.9529,60,0
1,0.047772,1,0,5.8254,4.35,0
1,0.29921,0,1,6.5335,27.95,0
1,0.72053,0,1,7.2235,3.45,0
1,0.32418,0,1,6.5773,57.45,0
1,0.032955,0,1,5.7185,2.05,0
1,0.18468,1,0,6.3031,38.25,0
1,0.26976,1,0,6.4795,51.55,0
1,0.99851,0,1,8.7048,31.65,0
1,0.012162,1,0,5.462,23.4,0
1,0.49987,0,1,6.8604,17.6,0
1,0.14901,0,1,6.2143,32.85,0
1,0.54085,0,0,6.9243,60,0
1,0.92811,0,1,7.7684,32.1,0
1,0.22577,1,0,6.393,14.65,0
1,0.8336,0,0,7.462,60,0
1,0.76911,0,0,7.3176,60,0
1,0.11991,1,0,6.1306,6.75,0
0,-1,0,0,-1,0.55,1
1,0.76163,1,0,7.3025,13.75,0
0,-1,0,0,-1,8.5,1
1,0.24807,0,1,6.4379,53.75,0
1,0.022883,1,0,5.62,10.15,0
1,0.17282,0,0,6.2749,60,0
1,0.013686,0,1,5.4905,7.3,0
0,-1,0,0,-1,4.45,1
1,0.51933,0,0,6.8907,60,0
1,0.66328,0,1,7.1223,51.95,0
1,0.92423,0,1,7.7512,24.45,0
0,-1,0,0,-1,14.3,1
1,0.43117,0,1,6.7529,9.75,0
1,0.61519,0,1,7.0424,11.05,0
1,0.76645,0,1,7.3122,26.95,0
1,0.6272,0,1,7.062,3.45,0
1,0.35968,0,1,6.6374,56.65,0
1,0.9547,0,0,7.9115,60,0
1,0.055964,1,0,5.8734,12.25,0
1,0.26394,1,0,6.4685,53.05,0
0,-1,0,0,-1,2.35,1
1,0.79184,0,1,7.3654,20.25,0
1,0.97926,0,0,8.1267,60,0
1,0.61955,0,0,7.0495,60,0
1,0.98256,0,0,8.1708,60,0
1,0.66674,1,0,7.1282,54.9,0
1,0.12941,1,0,6.1593,32.25,0
1,0.020089,1,0,5.5863,17.15,0
1,0.45411,0,1,6.789,9.5,0
0,-1,0,0,-1,9.4,1
1,0.58327,0,0,6.9911,60,0
1,0.27058,0,0,6.4811,60,0
1,0.31873,0,1,6.5679,49,0
1,0.097445,0,0,6.0556,60,0
1,0.22248,0,0,6.3862,60,0
1,0.34796,1,0,6.6178,0.8,0
1,0.045094,0,1,5.8083,0.8,0
1,0.61974,0,1,7.0499,37.05,0
1,0.31912,1,0,6.5686,18.4,0
0,-1,0,0,-1,12.65,1
1,0.47854,1,0,6.8271,15.75,0
1,0.7062,0,1,7.1974,54.35,0
0,-1,0,0,-1,31.5,1
1,0.51351,0,1,6.8816,49.3,0
1,0.59923,0,0,7.0167,60,0
1,0.97966,0,0,8.1317,60,0
1,0.63248,0,1,7.0707,40.85,0
1,0.27235,0,1,6.4844,10.35,0
1,0.0050631,1,0,5.2636,3.95,0
1,0.60644,0,1,7.0283,43.5,0
1,0.014351,0,1,5.502,10.1,0
1,0.97348,0,1,8.062,58.5,0
1,0.74792,1,0,7.2754,3.55,0
1,0.001276,1,0,4.9869,6.85,0
1,0.90175,0,0,7.6627,60,0
1,0.63103,0,0,7.0683,60,0
1,0.87412,0,0,7.5723,60,0
1,0.41088,1,0,6.7206,15.35,0
1,0.59618,1,0,7.0118,15.85,0
1,0.10631,1,0,6.0865,48.3,0
1,0.7354,0,0,7.2513,60,0
1,0.70359,0,0,7.1927,60,0
1,0.71927,0,0,7.2212,60,0
1,0.34471,0,1,6.6124,52.9,0
1,0.90609,0,0,7.6785,60,0
1,0.48181,0,1,6.8322,8.4,0
1,0.57909,0,0,6.9845,60,0
1,0.40398,1,0,6.7096,51.1,0
0,-1,0,0,-1,2.7,1
